CP,region,code,Local_athority,S Ref E,S Ref N,S Ref Latitude,S Ref Longitude,Road,Road.Name,RCat,CP.Location
949238,Yorkshire and The Humber,NULL,"Kingston upon Hull, City of",506231,432678,53.77960481,-0.389346247,U,NULL,UU,NULL
949239,Yorkshire and The Humber,NULL,"Kingston upon Hull, City of",508210,428576,53.74234407,-0.360762859,U,NULL,UU,NULL
949240,Yorkshire and The Humber,NULL,"Kingston upon Hull, City of",507354,427929,53.73670789,-0.373960455,U,NULL,UU,NULL
949242,Yorkshire and The Humber,NULL,"Kingston upon Hull, City of",508533,431205,53.76589679,-0.354944936,U,NULL,UU,NULL
949244,Yorkshire and The Humber,NULL,"Kingston upon Hull, City of",505314,430282,53.75826398,-0.404073129,U,NULL,UU,NULL
949246,Yorkshire and The Humber,NULL,"Kingston upon Hull, City of",505633,429636,53.7523955,-0.399457281,U,NULL,UU,NULL
949248,Yorkshire and The Humber,NULL,"Kingston upon Hull, City of",509376,433186,53.78351843,-0.341460253,U,NULL,UU,NULL
949250,Yorkshire and The Humber,NULL,"Kingston upon Hull, City of",512934,430438,53.75807168,-0.288490543,U,NULL,UU,NULL
949252,Yorkshire and The Humber,NULL,"Kingston upon Hull, City of",507610,428700,53.74358217,-0.369813075,U,NULL,UU,NULL
949254,Yorkshire and The Humber,NULL,"Kingston upon Hull, City of",508381,432780,53.78007866,-0.356697222,U,NULL,UU,NULL
949256,Yorkshire and The Humber,NULL,"Kingston upon Hull, City of",511332,428576,53.74168757,-0.313448303,U,NULL,UU,NULL
949258,Yorkshire and The Humber,NULL,"Kingston upon Hull, City of",506675,433251,53.7846622,-0.382413171,U,NULL,UU,NULL
949260,Yorkshire and The Humber,NULL,"Kingston upon Hull, City of",508651,432698,53.77928574,-0.352630436,U,NULL,UU,NULL
949261,Yorkshire and The Humber,NULL,"Kingston upon Hull, City of",509982,433044,53.78211516,-0.332317743,U,NULL,UU,NULL
949262,Yorkshire and The Humber,NULL,"Kingston upon Hull, City of",505018,426937,53.72827026,-0.409696166,U,NULL,UU,NULL
949264,Yorkshire and The Humber,NULL,"Kingston upon Hull, City of",505154,426916,53.72805422,-0.407642787,U,NULL,UU,NULL
949266,Yorkshire and The Humber,NULL,"Kingston upon Hull, City of",510635,432085,53.77336119,-0.322755621,U,NULL,UU,NULL
949268,Yorkshire and The Humber,NULL,"Kingston upon Hull, City of",509688,433458,53.78589656,-0.336630503,U,NULL,UU,NULL
949270,Yorkshire and The Humber,NULL,"Kingston upon Hull, City of",505709,428849,53.7453093,-0.398574103,U,NULL,UU,NULL
949272,Yorkshire and The Humber,NULL,"Kingston upon Hull, City of",515128,432849,53.77925213,-0.254330218,U,NULL,UU,NULL
949274,Yorkshire and The Humber,NULL,"Kingston upon Hull, City of",508732,429560,53.75107617,-0.352505876,U,NULL,UU,NULL
949276,Yorkshire and The Humber,NULL,"Kingston upon Hull, City of",507232,433872,53.79012719,-0.37374723,U,NULL,UU,NULL
949278,Yorkshire and The Humber,NULL,"Kingston upon Hull, City of",507574,432552,53.77819738,-0.369018155,U,NULL,UU,NULL
949280,Yorkshire and The Humber,NULL,Kirklees,414585,406080,53.55115323,-1.78133524,B6106,NULL,BR,NULL
949282,Yorkshire and The Humber,NULL,Kirklees,402290,414374,53.62589683,-1.966849428,B6114,NULL,BR,NULL
949283,Yorkshire and The Humber,NULL,Kirklees,413181,414781,53.62939651,-1.802161634,B6108,NULL,BR,NULL
949284,Yorkshire and The Humber,NULL,Kirklees,415479,405210,53.54330805,-1.767884686,B6106,NULL,BR,NULL
949286,Yorkshire and The Humber,NULL,Kirklees,410172,410688,53.59267423,-1.847793266,B6108,NULL,BU,NULL
949288,Yorkshire and The Humber,NULL,Kirklees,412080,412882,53.61235428,-1.81888296,B6108,NULL,BU,NULL
949290,Yorkshire and The Humber,NULL,Kirklees,423482,424016,53.71204205,-1.645705499,B6123,NULL,BU,NULL
949292,Yorkshire and The Humber,NULL,Kirklees,420115,422678,53.70015602,-1.696803931,C,NULL,CU,NULL
949294,Yorkshire and The Humber,NULL,Kirklees,423501,426005,53.72991813,-1.645267347,C,NULL,CU,NULL
949296,Yorkshire and The Humber,NULL,Kirklees,422455,427330,53.74187293,-1.661025814,U,NULL,UR,NULL
949298,Yorkshire and The Humber,NULL,Kirklees,422495,417382,53.6524591,-1.661137685,U,NULL,UR,NULL
949302,Yorkshire and The Humber,NULL,Kirklees,425760,423815,53.71012854,-1.611209353,U,NULL,UR,NULL
949304,Yorkshire and The Humber,NULL,Kirklees,425872,418210,53.65974575,-1.609978028,U,NULL,UU,NULL
949305,Yorkshire and The Humber,NULL,Kirklees,423259,420914,53.68417141,-1.649315715,U,NULL,UU,NULL
949306,Yorkshire and The Humber,NULL,Kirklees,419976,424107,53.71300513,-1.69881765,U,NULL,UU,NULL
949308,Yorkshire and The Humber,NULL,Kirklees,424371,424571,53.71698978,-1.632193217,U,NULL,UU,NULL
949310,Yorkshire and The Humber,NULL,Kirklees,410303,415904,53.63955414,-1.845643492,U,NULL,UU,NULL
949312,Yorkshire and The Humber,NULL,Kirklees,422087,426652,53.73579478,-1.666653353,U,NULL,UU,NULL
949314,Yorkshire and The Humber,NULL,Kirklees,414645,417264,53.65167544,-1.779908351,U,NULL,UU,NULL
949316,Yorkshire and The Humber,NULL,Kirklees,414869,418747,53.66499852,-1.776449012,U,NULL,UU,NULL
949318,Yorkshire and The Humber,NULL,Kirklees,412180,416699,53.6466598,-1.817223476,U,NULL,UU,NULL
949320,Yorkshire and The Humber,NULL,Kirklees,411191,417359,53.65261385,-1.832160862,U,NULL,UU,NULL
949322,Yorkshire and The Humber,NULL,Kirklees,426595,420926,53.68412085,-1.598806125,U,NULL,UU,NULL
949324,Yorkshire and The Humber,NULL,Kirklees,417879,418264,53.66056369,-1.730923954,U,NULL,UU,NULL
949326,Yorkshire and The Humber,NULL,Kirklees,424465,422305,53.69661881,-1.630947031,U,NULL,UU,NULL
949327,Yorkshire and The Humber,NULL,Kirklees,416953,420437,53.68012538,-1.744818506,U,NULL,UU,NULL
949328,Yorkshire and The Humber,NULL,Kirklees,419781,424803,53.71926813,-1.701727874,U,NULL,UU,NULL
949330,Yorkshire and The Humber,NULL,Kirklees,410404,410706,53.59283152,-1.844287609,U,NULL,UU,NULL
949332,Yorkshire and The Humber,NULL,Leeds,424801,425517,53.72547215,-1.625602284,B6123,NULL,BR,NULL
949334,Yorkshire and The Humber,NULL,Leeds,429231,437749,53.83518145,-1.557309813,B6157,NULL,BU,NULL
949336,Yorkshire and The Humber,NULL,Leeds,422603,428817,53.75523153,-1.65867372,B6135,NULL,BU,NULL
949338,Yorkshire and The Humber,NULL,Leeds,421740,435196,53.81260141,-1.671314658,B6156,NULL,BU,NULL
949340,Yorkshire and The Humber,NULL,Leeds,428085,432810,53.79085422,-1.575171891,B6154,NULL,BU,NULL
949342,Yorkshire and The Humber,NULL,Leeds,420508,433945,53.80140743,-1.690107692,B6154,NULL,BU,NULL
949344,Yorkshire and The Humber,NULL,Leeds,425103,433348,53.79584135,-1.620391607,B6154,NULL,BU,NULL
949346,Yorkshire and The Humber,NULL,Leeds,418292,443858,53.89058541,-1.723166225,C,NULL,CR,NULL
949348,Yorkshire and The Humber,NULL,Leeds,437642,443225,53.88385721,-1.428839054,C,NULL,CR,NULL
949349,Yorkshire and The Humber,NULL,Leeds,439866,441813,53.87100144,-1.395190552,C,NULL,CR,NULL
949350,Yorkshire and The Humber,NULL,Leeds,441754,448957,53.93505828,-1.365507441,C,NULL,CR,NULL
949352,Yorkshire and The Humber,NULL,Leeds,420313,436165,53.82136796,-1.692922664,C,NULL,CR,NULL
949354,Yorkshire and The Humber,NULL,Leeds,436056,437920,53.83629109,-1.453586797,C,NULL,CU,NULL
949356,Yorkshire and The Humber,NULL,Leeds,433298,432837,53.79079065,-1.496042695,C,NULL,CU,NULL
949358,Yorkshire and The Humber,NULL,Leeds,434178,428877,53.75514281,-1.48312276,C,NULL,CU,NULL
949360,Yorkshire and The Humber,NULL,Leeds,419970,446721,53.91625558,-1.697449571,C,NULL,CU,NULL
949362,Yorkshire and The Humber,NULL,Leeds,428060,426671,53.7356797,-1.576107077,U,NULL,UR,NULL
949364,Yorkshire and The Humber,NULL,Leeds,425832,436389,53.82313751,-1.609070873,U,NULL,UR,NULL
949366,Yorkshire and The Humber,NULL,Leeds,443500,433331,53.79448004,-1.341124518,U,NULL,UR,NULL
949368,Yorkshire and The Humber,NULL,Leeds,436128,436206,53.82088154,-1.4526935,U,NULL,UU,NULL
949370,Yorkshire and The Humber,NULL,Leeds,432672,433682,53.79842473,-1.505455221,U,NULL,UU,NULL
949371,Yorkshire and The Humber,NULL,Leeds,425080,433978,53.80150474,-1.620689706,U,NULL,UU,NULL
949372,Yorkshire and The Humber,NULL,Leeds,440816,447938,53.92597488,-1.379929443,U,NULL,UU,NULL
949374,Yorkshire and The Humber,NULL,Leeds,420867,441507,53.86935869,-1.68414652,U,NULL,UU,NULL
949376,Yorkshire and The Humber,NULL,Leeds,428902,432161,53.78497666,-1.56283145,U,NULL,UU,NULL
949378,Yorkshire and The Humber,NULL,Leeds,422734,428504,53.75241266,-1.656709884,U,NULL,UU,NULL
949380,Yorkshire and The Humber,NULL,Leeds,418232,441578,53.87009549,-1.724213889,U,NULL,UU,NULL
949382,Yorkshire and The Humber,NULL,Leeds,427736,431687,53.78077964,-1.580569904,U,NULL,UU,NULL
949384,Yorkshire and The Humber,NULL,Leeds,431064,428138,53.7486951,-1.530423084,U,NULL,UU,NULL
949386,Yorkshire and The Humber,NULL,Leeds,421341,435603,53.81627588,-1.677346126,U,NULL,UU,NULL
949388,Yorkshire and The Humber,NULL,Leeds,431573,435774,53.81729444,-1.521925826,U,NULL,UU,NULL
949390,Yorkshire and The Humber,NULL,Leeds,417790,441808,53.87217791,-1.73092244,U,NULL,UU,NULL
949392,Yorkshire and The Humber,NULL,Leeds,436052,428606,53.75258131,-1.454733863,U,NULL,UU,NULL
949393,Yorkshire and The Humber,NULL,Leeds,430891,433544,53.79729282,-1.532507114,U,NULL,UU,NULL
949394,Yorkshire and The Humber,NULL,Leeds,428096,435140,53.81179498,-1.57479325,U,NULL,UU,NULL
949396,Yorkshire and The Humber,NULL,Leeds,430933,439473,53.8505779,-1.531275456,U,NULL,UU,NULL
949398,Yorkshire and The Humber,NULL,Leeds,425984,428774,53.7546882,-1.607401023,U,NULL,UU,NULL
949400,Yorkshire and The Humber,NULL,Leeds,422052,433820,53.80022115,-1.666674411,U,NULL,UU,NULL
949402,Yorkshire and The Humber,NULL,Leeds,420186,441931,53.87319626,-1.694475005,U,NULL,UU,NULL
949404,Yorkshire and The Humber,NULL,Leeds,424690,439791,53.85376891,-1.626146416,U,NULL,UU,NULL
949406,Yorkshire and The Humber,NULL,Leeds,418683,441642,53.87065477,-1.717351345,U,NULL,UU,NULL
949408,Yorkshire and The Humber,NULL,Leeds,426698,428650,53.75353779,-1.596583323,U,NULL,UU,NULL
949410,Yorkshire and The Humber,NULL,Leeds,425214,439065,53.8472188,-1.618240104,U,NULL,UU,NULL
949412,Yorkshire and The Humber,NULL,Leeds,424294,438631,53.84336178,-1.63225759,U,NULL,UU,NULL
949414,Yorkshire and The Humber,NULL,Leeds,428175,435679,53.81663508,-1.573544385,U,NULL,UU,NULL
949415,Yorkshire and The Humber,NULL,Leeds,422122,428513,53.75251975,-1.665990271,U,NULL,UU,NULL
949416,Yorkshire and The Humber,NULL,Leeds,429974,431279,53.77698913,-1.546647524,U,NULL,UU,NULL
949418,Yorkshire and The Humber,NULL,Leeds,425769,426761,53.73660633,-1.610828777,U,NULL,UU,NULL
949420,Yorkshire and The Humber,NULL,Leeds,420212,441244,53.8670207,-1.69412459,U,NULL,UU,NULL
949422,Yorkshire and The Humber,NULL,Leeds,423427,438375,53.84110055,-1.645453587,U,NULL,UU,NULL
949424,Yorkshire and The Humber,NULL,Leeds,432569,434004,53.80132518,-1.506984976,U,NULL,UU,NULL
949426,Yorkshire and The Humber,NULL,Leeds,427591,436534,53.82435074,-1.58233788,U,NULL,UU,NULL
949428,Yorkshire and The Humber,NULL,Leeds,442631,443232,53.88353521,-1.35294571,U,NULL,UU,NULL
949430,Yorkshire and The Humber,NULL,Leeds,425778,439183,53.84825178,-1.609657877,U,NULL,UU,NULL
949432,Yorkshire and The Humber,NULL,Leeds,441862,434027,53.80086924,-1.365894334,U,NULL,UU,NULL
949434,Yorkshire and The Humber,NULL,Leeds,429493,433954,53.80105857,-1.55369113,U,NULL,UU,NULL
949436,Yorkshire and The Humber,NULL,Leeds,423218,435372,53.8141197,-1.648855389,U,NULL,UU,NULL
949437,Yorkshire and The Humber,NULL,Leeds,441306,433708,53.79804657,-1.374378131,U,NULL,UU,NULL
949438,Yorkshire and The Humber,NULL,Leeds,432253,439069,53.84686693,-1.511253395,U,NULL,UU,NULL
949442,Yorkshire and The Humber,NULL,Leeds,422000,435214,53.81275232,-1.66736481,U,NULL,UU,NULL
949444,Yorkshire and The Humber,NULL,Leeds,429861,433694,53.79870087,-1.54812911,U,NULL,UU,NULL
949446,Yorkshire and The Humber,NULL,Leeds,431970,434924,53.80963081,-1.515984081,U,NULL,UU,NULL
949448,Yorkshire and The Humber,NULL,Leeds,435761,433777,53.79907611,-1.458549262,U,NULL,UU,NULL
949450,Yorkshire and The Humber,NULL,Leeds,432474,438916,53.84547811,-1.507910556,U,NULL,UU,NULL
949452,Yorkshire and The Humber,NULL,Leeds,422198,433357,53.79605362,-1.664490982,U,NULL,UU,NULL
949454,Yorkshire and The Humber,NULL,Leeds,418921,442103,53.87478954,-1.713703597,U,NULL,UU,NULL
949456,Yorkshire and The Humber,NULL,Leeds,418765,446462,53.91397255,-1.715810827,U,NULL,UU,NULL
949458,Yorkshire and The Humber,NULL,Leeds,430256,432485,53.78781204,-1.542250652,U,NULL,UU,NULL
949459,Yorkshire and The Humber,NULL,Leeds,430143,428008,53.74758056,-1.544401316,U,NULL,UU,NULL
949460,Yorkshire and The Humber,NULL,Leeds,427131,434520,53.80627362,-1.589502506,U,NULL,UU,NULL
949462,Yorkshire and The Humber,NULL,North East Lincolnshire,526158,403936,53.51696816,-0.09876133,B1203,NULL,BU,NULL
949464,Yorkshire and The Humber,NULL,North East Lincolnshire,516986,412863,53.5992877,-0.233680269,C,NULL,CR,NULL
949466,Yorkshire and The Humber,NULL,North East Lincolnshire,530256,407939,53.55192901,-0.035330523,C,NULL,CU,NULL
949468,Yorkshire and The Humber,NULL,North East Lincolnshire,528588,402647,53.50480059,-0.062663265,C,NULL,CU,NULL
949470,Yorkshire and The Humber,NULL,North East Lincolnshire,519865,407677,53.55204787,-0.192187663,U,NULL,UR,NULL
949472,Yorkshire and The Humber,NULL,North East Lincolnshire,525202,403882,53.51671136,-0.113192613,U,NULL,UU,NULL
949474,Yorkshire and The Humber,NULL,North East Lincolnshire,523837,409417,53.56675838,-0.131578614,U,NULL,UU,NULL
949476,Yorkshire and The Humber,NULL,North East Lincolnshire,523376,408851,53.56178216,-0.138758778,U,NULL,UU,NULL
949478,Yorkshire and The Humber,NULL,North East Lincolnshire,526917,408874,53.56114533,-0.085320275,U,NULL,UU,NULL
949480,Yorkshire and The Humber,NULL,North East Lincolnshire,525150,407092,53.54556071,-0.112694458,U,NULL,UU,NULL
949481,Yorkshire and The Humber,NULL,North East Lincolnshire,529531,408395,53.55620449,-0.046078233,U,NULL,UU,NULL
949482,Yorkshire and The Humber,NULL,North East Lincolnshire,530548,409066,53.56198041,-0.030455573,U,NULL,UU,NULL
949484,Yorkshire and The Humber,NULL,North East Lincolnshire,527981,410097,53.57187368,-0.068765798,U,NULL,UU,NULL
949486,Yorkshire and The Humber,NULL,North East Lincolnshire,525748,410156,53.5729431,-0.102443238,U,NULL,UU,NULL
949488,Yorkshire and The Humber,NULL,North East Lincolnshire,528541,405194,53.52769238,-0.062327657,U,NULL,UU,NULL
949490,Yorkshire and The Humber,NULL,North East Lincolnshire,528445,409646,53.56770901,-0.061948379,U,NULL,UU,NULL
949492,Yorkshire and The Humber,NULL,North East Lincolnshire,517385,414251,53.6116683,-0.227131865,U,NULL,UU,NULL
949494,Yorkshire and The Humber,NULL,North East Lincolnshire,524157,407726,53.55149173,-0.127420645,U,NULL,UU,NULL
949496,Yorkshire and The Humber,NULL,North Lincolnshire,508035,423952,53.70083643,-0.365027357,B1206,NULL,BR,NULL
949498,Yorkshire and The Humber,NULL,North Lincolnshire,502401,418347,53.65161022,-0.452179891,B1218,NULL,BR,NULL
949500,Yorkshire and The Humber,NULL,North Lincolnshire,501821,412724,53.60120079,-0.462788806,B1204,NULL,BR,NULL
949502,Yorkshire and The Humber,NULL,North Lincolnshire,475038,399532,53.48716307,-0.87058205,B1396,NULL,BU,NULL
949503,Yorkshire and The Humber,NULL,North Lincolnshire,498797,419212,53.66007455,-0.506411854,C,NULL,CR,NULL
949504,Yorkshire and The Humber,NULL,North Lincolnshire,479336,403195,53.51945101,-0.804897202,C,NULL,CR,NULL
949506,Yorkshire and The Humber,NULL,North Lincolnshire,506651,415222,53.62268505,-0.388976294,C,NULL,CR,NULL
949508,Yorkshire and The Humber,NULL,North Lincolnshire,482875,416914,53.64218664,-0.747896969,C,NULL,CR,NULL
949510,Yorkshire and The Humber,NULL,North Lincolnshire,481946,407928,53.56158314,-0.764304342,C,NULL,CR,NULL
949512,Yorkshire and The Humber,NULL,North Lincolnshire,475466,399465,53.48649985,-0.864149197,C,NULL,CU,NULL
949514,Yorkshire and The Humber,NULL,North Lincolnshire,501656,413688,53.60989434,-0.464967188,U,NULL,UR,NULL
949518,Yorkshire and The Humber,NULL,North Lincolnshire,503170,405190,53.5332444,-0.44489672,U,NULL,UR,NULL
949520,Yorkshire and The Humber,NULL,North Lincolnshire,504405,400150,53.48771632,-0.427948173,U,NULL,UR,NULL
949522,Yorkshire and The Humber,NULL,North Lincolnshire,510558,411151,53.58530012,-0.331374299,U,NULL,UR,NULL
949524,Yorkshire and The Humber,NULL,North Lincolnshire,489264,411264,53.59036789,-0.652901596,U,NULL,UU,NULL
949525,Yorkshire and The Humber,NULL,North Lincolnshire,489168,406777,53.55006482,-0.655630825,U,NULL,UU,NULL
949526,Yorkshire and The Humber,NULL,North Lincolnshire,488145,407852,53.55989717,-0.670763986,U,NULL,UU,NULL
949528,Yorkshire and The Humber,NULL,North Lincolnshire,491229,408708,53.56706268,-0.62397034,U,NULL,UU,NULL
949530,Yorkshire and The Humber,NULL,North Yorkshire,377041,478969,54.20594753,-2.353482448,B6479,NULL,BR,NULL
949532,Yorkshire and The Humber,NULL,North Yorkshire,404445,459585,54.03223548,-1.933629258,B6160,NULL,BR,NULL
949534,Yorkshire and The Humber,NULL,North Yorkshire,452022,507895,54.46377611,-1.198948849,B1365,NULL,BR,NULL
949536,Yorkshire and The Humber,NULL,North Yorkshire,438132,469062,54.11602355,-1.418157466,B6265,NULL,BR,NULL
949538,Yorkshire and The Humber,NULL,North Yorkshire,379493,465887,54.08848026,-2.314997098,B6480,NULL,BR,NULL
949540,Yorkshire and The Humber,NULL,North Yorkshire,484500,467329,54.09493577,-0.709455177,B1248,NULL,BR,NULL
949542,Yorkshire and The Humber,NULL,North Yorkshire,454496,507088,54.45626553,-1.16093437,B1257,NULL,BR,NULL
949544,Yorkshire and The Humber,NULL,North Yorkshire,396044,482409,54.23736696,-2.062195003,B6160,NULL,BR,NULL
949546,Yorkshire and The Humber,NULL,North Yorkshire,381084,456944,54.00816666,-2.29011392,B6478,NULL,BR,NULL
949547,Yorkshire and The Humber,NULL,North Yorkshire,390129,448291,53.93065053,-2.151820955,B6252,NULL,BR,NULL
949548,Yorkshire and The Humber,NULL,North Yorkshire,494924,505595,54.43691666,-0.538006781,B1447,NULL,BR,NULL
949550,Yorkshire and The Humber,NULL,North Yorkshire,373342,469253,54.1184483,-2.409327043,B6480,NULL,BR,NULL
949552,Yorkshire and The Humber,NULL,North Yorkshire,458269,439999,53.85296362,-1.115687054,B1222,NULL,BR,NULL
949554,Yorkshire and The Humber,NULL,North Yorkshire,381399,469801,54.12372967,-2.286101537,B6479,NULL,BR,NULL
949556,Yorkshire and The Humber,NULL,North Yorkshire,405022,498273,54.37993223,-1.924188499,B6270,NULL,BR,NULL
949558,Yorkshire and The Humber,NULL,North Yorkshire,489023,508249,54.46182751,-0.628159436,B1416,NULL,BR,NULL
949560,Yorkshire and The Humber,NULL,North Yorkshire,488958,479004,54.19908436,-0.637872565,B1258,NULL,BR,NULL
949562,Yorkshire and The Humber,NULL,North Yorkshire,489679,504389,54.42703259,-0.619209754,B1416,NULL,BR,NULL
949564,Yorkshire and The Humber,NULL,North Yorkshire,452229,508473,54.46894886,-1.195653908,B1365,NULL,BU,NULL
949566,Yorkshire and The Humber,NULL,North Yorkshire,445122,460747,54.04073347,-1.31246902,C,NULL,CR,NULL
949568,Yorkshire and The Humber,NULL,North Yorkshire,369055,470456,54.12901882,-2.475033901,C,NULL,CR,NULL
949569,Yorkshire and The Humber,NULL,North Yorkshire,436851,497461,54.37133414,-1.434273574,C,NULL,CR,NULL
949570,Yorkshire and The Humber,NULL,North Yorkshire,411881,470967,54.13441498,-1.8196621,C,NULL,CR,NULL
949572,Yorkshire and The Humber,NULL,North Yorkshire,399959,486745,54.2763519,-2.002130981,C,NULL,CR,NULL
949574,Yorkshire and The Humber,NULL,North Yorkshire,399589,504081,54.43215233,-2.007843707,C,NULL,CR,NULL
949576,Yorkshire and The Humber,NULL,North Yorkshire,442062,490993,54.31280672,-1.354978413,C,NULL,CR,NULL
949578,Yorkshire and The Humber,NULL,North Yorkshire,471049,509756,54.47819675,-0.905018076,C,NULL,CR,NULL
949580,Yorkshire and The Humber,NULL,North Yorkshire,437220,461953,54.05220097,-1.432979538,C,NULL,CR,NULL
949582,Yorkshire and The Humber,NULL,North Yorkshire,390265,470404,54.12939536,-2.150466732,C,NULL,CR,NULL
949584,Yorkshire and The Humber,NULL,North Yorkshire,495533,475725,54.16844318,-0.538159849,C,NULL,CR,NULL
949586,Yorkshire and The Humber,NULL,North Yorkshire,433310,507653,54.4631692,-1.487635813,C,NULL,CR,NULL
949588,Yorkshire and The Humber,NULL,North Yorkshire,413410,463645,54.06857167,-1.796583475,C,NULL,CR,NULL
949590,Yorkshire and The Humber,NULL,North Yorkshire,398261,490011,54.30570079,-2.028227547,C,NULL,CR,NULL
949591,Yorkshire and The Humber,NULL,North Yorkshire,371259,475418,54.17374151,-2.441782972,C,NULL,CR,NULL
949592,Yorkshire and The Humber,NULL,North Yorkshire,436265,460569,54.03983059,-1.447730673,C,NULL,CR,NULL
949594,Yorkshire and The Humber,NULL,North Yorkshire,449777,471925,54.14075988,-1.239558597,C,NULL,CR,NULL
949596,Yorkshire and The Humber,NULL,North Yorkshire,429209,480015,54.21504169,-1.553597067,C,NULL,CR,NULL
949598,Yorkshire and The Humber,NULL,North Yorkshire,409420,486242,54.27174669,-1.85685356,C,NULL,CR,NULL
949600,Yorkshire and The Humber,NULL,North Yorkshire,477373,517937,54.55077933,-0.805299982,C,NULL,CR,NULL
949602,Yorkshire and The Humber,NULL,North Yorkshire,392721,456835,54.00748476,-2.112552384,C,NULL,CR,NULL
949604,Yorkshire and The Humber,NULL,North Yorkshire,467377,488395,54.28675509,-0.96650951,C,NULL,CR,NULL
949606,Yorkshire and The Humber,NULL,North Yorkshire,445954,498198,54.37721958,-1.294051982,C,NULL,CR,NULL
949608,Yorkshire and The Humber,NULL,North Yorkshire,505532,484503,54.24534702,-0.381984422,C,NULL,CU,NULL
949610,Yorkshire and The Humber,NULL,North Yorkshire,479494,470682,54.12586031,-0.785098879,C,NULL,CU,NULL
949612,Yorkshire and The Humber,NULL,North Yorkshire,446629,506183,54.44891421,-1.282409833,C,NULL,CU,NULL
949613,Yorkshire and The Humber,NULL,North Yorkshire,456680,465642,54.08358453,-1.135082598,C,NULL,CU,NULL
949614,Yorkshire and The Humber,NULL,North Yorkshire,386796,495555,54.35535498,-2.204668518,U,NULL,UR,NULL
949616,Yorkshire and The Humber,NULL,North Yorkshire,466347,485435,54.26029155,-0.982983768,U,NULL,UR,NULL
949618,Yorkshire and The Humber,NULL,North Yorkshire,501874,479152,54.19801389,-0.439910784,U,NULL,UR,NULL
949620,Yorkshire and The Humber,NULL,North Yorkshire,452075,468874,54.11311457,-1.204911699,U,NULL,UR,NULL
949622,Yorkshire and The Humber,NULL,North Yorkshire,445637,440049,53.85467391,-1.307691803,U,NULL,UR,NULL
949624,Yorkshire and The Humber,NULL,North Yorkshire,484269,482696,54.23304804,-0.708694517,U,NULL,UR,NULL
949626,Yorkshire and The Humber,NULL,North Yorkshire,468659,480288,54.21373725,-0.948673982,U,NULL,UR,NULL
949628,Yorkshire and The Humber,NULL,North Yorkshire,469673,430330,53.76467183,-0.944539491,U,NULL,UR,NULL
949630,Yorkshire and The Humber,NULL,North Yorkshire,417201,464607,54.07710582,-1.738602134,U,NULL,UR,NULL
949632,Yorkshire and The Humber,NULL,North Yorkshire,401204,445484,53.90551699,-1.983159913,U,NULL,UR,NULL
949634,Yorkshire and The Humber,NULL,North Yorkshire,472345,495996,54.35437588,-0.888370809,U,NULL,UR,NULL
949636,Yorkshire and The Humber,NULL,North Yorkshire,458671,506669,54.45203637,-1.096628427,C,NULL,CR,NULL
949638,Yorkshire and The Humber,NULL,North Yorkshire,444454,501016,54.40267608,-1.316721934,U,NULL,UR,NULL
949640,Yorkshire and The Humber,NULL,North Yorkshire,458294,426030,53.72742284,-1.117943873,U,NULL,UR,NULL
949642,Yorkshire and The Humber,NULL,North Yorkshire,466383,432228,53.78215727,-0.994032498,U,NULL,UR,NULL
949644,Yorkshire and The Humber,NULL,North Yorkshire,483510,472285,54.13962797,-0.723220745,U,NULL,UR,NULL
949646,Yorkshire and The Humber,NULL,North Yorkshire,442550,495849,54.35640516,-1.346786977,U,NULL,UR,NULL
949648,Yorkshire and The Humber,NULL,North Yorkshire,475395,491312,54.31184751,-0.842634828,U,NULL,UR,NULL
949650,Yorkshire and The Humber,NULL,North Yorkshire,452187,474936,54.16757982,-1.202152518,U,NULL,UR,NULL
949652,Yorkshire and The Humber,NULL,North Yorkshire,429240,453827,53.9796823,-1.555642914,U,NULL,UU,NULL
949654,Yorkshire and The Humber,NULL,North Yorkshire,505661,483054,54.23230307,-0.380515486,U,NULL,UU,NULL
949656,Yorkshire and The Humber,NULL,North Yorkshire,430550,470091,54.12577586,-1.534037229,U,NULL,UU,NULL
949657,Yorkshire and The Humber,NULL,North Yorkshire,501357,490593,54.30090178,-0.44396839,U,NULL,UU,NULL
949658,Yorkshire and The Humber,NULL,North Yorkshire,435922,492618,54.32787763,-1.449154622,U,NULL,UU,NULL
949660,Yorkshire and The Humber,NULL,North Yorkshire,455643,510407,54.48596577,-1.142621392,U,NULL,UU,NULL
949662,Yorkshire and The Humber,NULL,Rotherham,450158,385667,53.36550214,-1.247702943,B6463,NULL,BR,NULL
949664,Yorkshire and The Humber,NULL,Rotherham,451957,386745,53.37501758,-1.220493958,B6060,NULL,BR,NULL
949666,Yorkshire and The Humber,NULL,Rotherham,437268,398412,53.48111854,-1.439895585,B6090,NULL,BR,NULL
949668,Yorkshire and The Humber,NULL,Rotherham,441762,398184,53.47873292,-1.372212234,B6090,NULL,BR,NULL
949670,Yorkshire and The Humber,NULL,Rotherham,437725,395639,53.45616233,-1.433341552,B6086,NULL,BU,NULL
949672,Yorkshire and The Humber,NULL,Rotherham,443098,387820,53.38547458,-1.353497798,B6067,NULL,BU,NULL
949674,Yorkshire and The Humber,NULL,Rotherham,447938,392967,53.43131895,-1.279955207,C,NULL,CU,NULL
949676,Yorkshire and The Humber,NULL,Rotherham,448798,392338,53.42558695,-1.267109783,C,NULL,CU,NULL
