year,CP,estimation_method,estimation_method_detailed,fd_pc,fd_2WMV,fd_Car,fd_Bus,fd_lgv,fd_HGVR2,fd_HGVR3,fd_HGVR4,fd_hgva3,fd_hgva5,fd_hgva6,fd_hgv,fd_all_mv
2016,8554,Counted,Manual count,230.15,254,24311,180,3349,392,43,58,29,35,34,591,28685
2016,8555,Estimated,Estimated using previous year's AADF on this link,13,78,7485,84,1075,96,32,7,8,3,4,150,8872
2016,8557,Estimated,Estimated using previous year's AADF on this link,49,166,19166,94,3731,382,45,79,101,125,111,844,24001
2016,8559,Estimated,Estimated using previous year's AADF on this link,75,242,20529,66,4273,253,76,96,18,68,65,576,25686
2016,8560,Estimated,Estimated using previous year's AADF on this link,250,213,30002,742,3091,405,62,29,32.55,12,13,521,34568
2016,8561,Counted,Manual count,60,65,7115,228,938,78,5,1,6,11,11,112,8458
2016,8563,Estimated,Estimated using previous year's AADF on this link,140,34,9430,253,1867,180,24,3,1,9.78,4.46,207,11792
2016,8564,Estimated,Estimated using previous year's AADF on this link,44.91,243,87695,160,13621,1841,453,715,189,378,2510,6087,107806
2016,8565,Estimated,Estimated using previous year's AADF on this link,198,101,16133,462,2639,250,60,157,30,79,73,649,19985
2016,8566,Estimated,Estimated using previous year's AADF on this link,124,166,15051,358,3245,233,55,50,14,50,42,444,19263
2016,8567,Counted,Manual count,110,300,35436,74,5557,794,147,121,23,160,123,1368,42734
2016,8568,Estimated,Estimated using previous year's AADF on this link,146,253,15782,914,3185,261,98,50,19,79,51,558,20693
2016,8569,Estimated,Estimated using previous year's AADF on this link,128,41,6291,507,1014,88,21,15,1,4,22,152,8005
2016,8570,Estimated,Estimated using previous year's AADF on this link,229,51,10087,110,1287,88,14,16,1,3,3,124,11660
2016,8572,Estimated,Estimated using previous year's AADF on this link,2,25,4811,31,1183,202,82,77,48,87,118,614,6663
2016,8573,Estimated,Estimated using previous year's AADF on this link,95,49,4659,624,1222,63,10,4,1,10.6,19.95,78,6632
2016,8574,Estimated,Estimated using previous year's AADF on this link,193,151,12522,32,2321,76,29,4,2,5.08,2,113,15139
2016,8575,Estimated,Estimated using previous year's AADF on this link,50,56,17746,592,1534,203,49,28,34,59,48,420,20347
2016,8576,Estimated,Estimated using previous year's AADF on this link,199,637,25615,365,7183,1105,199,405,179,186,210,2283,36082
2016,8577,Estimated,Estimated using previous year's AADF on this link,4,112,19211,40,4868,711,59,101,20,41,118,1051,25282
2016,8578,Estimated,Estimated using previous year's AADF on this link,2,82,8852,39,2418,345,165,149,45,181,282,1167,12558
2016,8580,Counted,Manual count,31,322,44409,125,7074,877,146,178,141,357,250,1948,53878
2016,8581,Counted,Manual count,123,232,15307,152,3270,414,59,90,33,50,64,709,19669
2016,8582,Estimated,Estimated using previous year's AADF on this link,75,114,15976,66,2521,252,21,34,4,31.47,5,316,18992
2016,8584,Estimated,Estimated using previous year's AADF on this link,68,51,5481,5,870,53,10,7,2.03,1,6.27,72,6479
2016,8585,Estimated,Estimated using previous year's AADF on this link,32,139,22417,151,4007,484,71,82,72,188,129,1025,27739
2016,8589,Counted,Dependent on a neighbouring counted link,5,60,5882,26,1169,191,40,54,26,69,42,421,7559
2016,8590,Estimated,Estimated using previous year's AADF on this link,25,83,12601,247,2615,323,95,128,6,52,42,646,16192
2016,8591,Counted,Manual count,5,138,16945,56,3690,738,117,231,129,800,489,2503,23332
2016,8593,Estimated,Estimated using previous year's AADF on this link,27,117,13522,282,1884,218,39,41,8,15,37,359,16164
2016,8596,Estimated,Estimated using previous year's AADF on this link,63,167,15705,138,2973,447,175,78,46,41,32,819,19802
2016,8597,Estimated,Estimated using previous year's AADF on this link,5,45,6608,33,1672,367,192,276,23,131,308,1298,9657
2016,8598,Counted,Manual count,61,129,14260,98,3123,288,91,83,80,130,240,912,18524
2016,8599,Estimated,Estimated using previous year's AADF on this link,289,165,14601,631,2886,224,46,62,2,10,9,353,18636
2016,8600,Counted,Manual count,126,108,16058,298,1785,68,12,8,5,4,2,97,18346
2016,8604,Estimated,Estimated using previous year's AADF on this link,6,103,11286,94,2087,167,78,87,13,61,87,494,14062
2016,8605,Estimated,Estimated using previous year's AADF on this link,19,45,11594,117,2229,243,76,191,73,239,216,1038,15023
2016,8608,Estimated,Estimated using previous year's AADF on this link,19,193,17046,173,3196,565,79,116,23,336,254,1373,21982
2016,8609,Estimated,Estimated using previous year's AADF on this link,32,212,14575,178,1695,371,64,109,15,198,96,852,17513
2016,8612,Estimated,Estimated using previous year's AADF on this link,236,76,11990,355,1760,98,22,12,2,2,4.47,136,14317
2016,8614,Estimated,Estimated using previous year's AADF on this link,14,292,23448,152,6094,467,69,77,91,139,126,970,30956
2016,8615,Counted,Manual count,14,180,16087,65,2929,286,73,61,48,95,77,640,19902
2016,8616,Estimated,Estimated using previous year's AADF on this link,139,57,11613,340,2177,351,68,32,8,12,8,478,14665
2016,8617,Counted,Manual count,66,121,12297,130,1981,132,33,12,7,18,19,221,14749
2016,8618,Estimated,Estimated using previous year's AADF on this link,1706,2993,34664,1045,6205,1500,240,1092,68,83,111,3094,48000
2016,8619,Estimated,Estimated using previous year's AADF on this link,7098,726,4078,474,939,233,72,421,20,29,41,816,7033
2016,8620,Estimated,Estimated using previous year's AADF on this link,130,96,9216,850,1482,123,27,18,1,1,2,172,11816
2016,8621,Estimated,Estimated using previous year's AADF on this link,1,28,5784,127,1354,158,117,25,8,4,32,345,7637
2016,8622,Counted,Manual count,7,5,2431,28,511,74,19,21,8,25,42,187,3163
2016,8623,Estimated,Estimated using previous year's AADF on this link,8,60,6380,62,1373,134,31,118,7,32,40,362,8238
2016,8624,Counted,Manual count,18,160,22289,89,3207,212,50,24,26,39,40,390,26134
2016,8625,Estimated,Estimated using previous year's AADF on this link,5,273,42565,85,6751,1171,217,262,499,626,1546,4321,53995
2016,8631,Estimated,Estimated using previous year's AADF on this link,16.39,72,12332,96,2977,340,88,65,37,65,54,648,16126
2016,8632,Estimated,Estimated using previous year's AADF on this link,4,222,20920,113,4818,538,208,273,88,157,311,1575,27647
2016,8633,Estimated,Estimated using previous year's AADF on this link,298,87,10838,143,1954,211,24,4,6,4,5,254,13276
2016,8634,Estimated,Estimated using previous year's AADF on this link,101,117,15816,180,2452,172,38,16,38,6,11,281,18846
2016,8635,Estimated,Estimated using previous year's AADF on this link,31.14,193,78715,421,13041,3121,353,275,367,3396,2536,10047,102416
2016,8636,Estimated,Estimated using previous year's AADF on this link,22,49,8917,58,1718,209,16,1,1,2,11,241,10983
2016,8637,Counted,Manual count,159,102,14048,163,1176,89,30,37,15,11,8,190,15679
2016,8639,Counted,Manual count,708,265,11271,141,1720,150,26,58,4,8,4,250,13648
2016,8640,Estimated,Estimated using previous year's AADF on this link,72,86,4825,211,830,177,10,3,5,2,1,200,6151
2016,8641,Estimated,Estimated using previous year's AADF on this link,79,176,12727,161,1313,87,13,3,8.24,9.54,6.51,104,14481
2016,8643,Estimated,Estimated using previous year's AADF on this link,19,72,13158,71,2671,240,59,95,5,14,84,497,16469
2016,8644,Estimated,Estimated from nearby links,280,421,17845,426,3028,431,62,116,24,71,100,804,22524
2016,8645,Estimated,Estimated using previous year's AADF on this link,7.83,109,49679,176,8957,1746,293,220,246,1890,1797,6191,65113
2016,8646,Estimated,Estimated using previous year's AADF on this link,15.66,188,63914,230,9965,2554,373,161,356,2970,3522,9937,84235
2016,8647,Estimated,Estimated using previous year's AADF on this link,31,118,7253,63,1100,230,48,41,22,11,38,391,8925
2016,8649,Estimated,Estimated using previous year's AADF on this link,2,115,10272,29,2014,232,46,30,49,119,95,570,13000
2016,8651,Estimated,Estimated using previous year's AADF on this link,23.09,37,7568,35,1615,248,62,610,37,131,599,1688,10942
2016,8653,Estimated,Estimated using previous year's AADF on this link,25,134,15561,112,2829,271,103,126,151,402,425,1478,20113
2016,8655,Estimated,Estimated using previous year's AADF on this link,42,48,9154,64,2224,339,50,44,15,48,78,574,12065
2016,8656,Estimated,Estimated using previous year's AADF on this link,36,71,16455,139,1776,207,48,25,3,5,12,300,18741
2016,8658,Estimated,Estimated using previous year's AADF on this link,5,103,16216,156,2319,183,97,150,59,222,354,1064,19859
2016,8659,Estimated,Estimated using previous year's AADF on this link,41,79,12346,62,2052,189,43,98,8,12,6,357,14895
2016,8660,Estimated,Estimated using previous year's AADF on this link,18,96,16657,48,3603,600,152,186,88,356,326,1709,22113
2016,8661,Estimated,Estimated using previous year's AADF on this link,11,207,22085,236,3313,449,86,166,52,226,270,1249,27091
2016,8662,Estimated,Estimated using previous year's AADF on this link,7,57,18477,100,3771,397,102,99,34,285,204,1121,23527
2016,8664,Estimated,Estimated using previous year's AADF on this link,116,139,8204,1173,878,69,30,5,3,14,10,130,10524
2016,8670,Counted,Manual count,135,707,25942,424,5291,818,209,275,147,193,207,1850,34214
2016,8673,Counted,Manual count,25.51,172,36098,334,7899,667,302,289,24,376,1718,3376,47881
2016,8675,Counted,Manual count,2,37,9037,59,1615,222,65,57,37,72,92,545,11294
2016,8677,Estimated,Estimated using previous year's AADF on this link,23,94,11554,36,2789,396,74,47,87,276,360,1240,15713
2016,8678,Estimated,Estimated using previous year's AADF on this link,3,360,30709,103,5066,700,182,304,102,877,714,2879,39117
2016,8679,Estimated,Estimated using previous year's AADF on this link,20,174,10063,90,2029,227,121,186,38,113,272,958,13313
2016,8683,Estimated,Estimated using previous year's AADF on this link,2,52,9934,56,1967,223,39,46,17,84,146,555,12565
2016,8687,Estimated,Estimated using previous year's AADF on this link,154,323,21872,307,4646,196,40,28,17,30,31,342,27490
2016,8692,Estimated,Estimated using previous year's AADF on this link,46,81,12436,404,1820,137,41,25,5,12,8,228,14969
2016,8694,Estimated,Estimated using previous year's AADF on this link,10,222,50912,194,10089,2052,234,282,238,1598,5006,9409,70827
2016,8696,Estimated,Estimated using previous year's AADF on this link,67,82,13993,191,2231,159,22,9,7,5,12.88,202,16698
2016,8697,Estimated,Estimated from nearby links,24.5,167,41542,172,8122,1381,258,282,219,1095,2285,5521,55524
2016,8698,Estimated,Estimated using previous year's AADF on this link,5,56,6791,50,1683,234,79,74,29,267,293,977,9557
2016,8699,Estimated,Estimated using previous year's AADF on this link,2,66,7178,36,1747,301,101,111,124,416,494,1546,10574
2016,8701,Estimated,Estimated using previous year's AADF on this link,43,163,13611,66,1815,224,52,60,28,42,53,458,16114
2016,8702,Counted,Manual count,2,150,16888,169,3230,508,102,135,152,372,428,1697,22134
2016,8703,Estimated,Estimated using previous year's AADF on this link,1651,121,11973,246,2454,249,64,12,6,6,6,343,15138
2016,8704,Estimated,Estimated using previous year's AADF on this link,22,90,9252,22,1409,209,47,67,10,16,32,380,11154
2016,8705,Estimated,Estimated using previous year's AADF on this link,155,84,14930,101,2532,245,50,24,36,19,15,389,18035
2016,8706,Estimated,Estimated using previous year's AADF on this link,15,210,24247,119,4591,399,72,64,49,102,63,749,29915
2016,8707,Estimated,Estimated using previous year's AADF on this link,482,260,17907,443,3330,212,25,25,7,12,13,294,22235
2016,8708,Estimated,Estimated using previous year's AADF on this link,66,232,21885,111,3482,360,67,191,24,68,83,792,26503
2016,8709,Counted,Manual count,16,63,12524,112,2302,205,48,38,12,29,24,356,15357
2016,8710,Estimated,Estimated using previous year's AADF on this link,130,57,13405,376,1782,116,37,63,6,17,34,272,15891
2016,8712,Estimated,Estimated using previous year's AADF on this link,53,231,21344,113,4716,285,68,26,32,85,95,591,26995
2016,8713,Estimated,Estimated using previous year's AADF on this link,24,123,17733,80,2089,173,45,27,22,37,62,366,20391
2016,8714,Estimated,Estimated using previous year's AADF on this link,43,142,15879,392,2801,218,62,133,20,47,27,509,19724
2016,8715,Estimated,Estimated using previous year's AADF on this link,7,35,9560,68,2101,151,58,28,32,32,90,391,12156
2016,8716,Estimated,Estimated using previous year's AADF on this link,107,84,16893,264,2653,156,20,14,1,8,15,212,20106
2016,8718,Estimated,Estimated using previous year's AADF on this link,39.53,57,16768,37,2315,197,30,69,15,46,36,392,19569
2016,8719,Estimated,Estimated using previous year's AADF on this link,161,97,16218,167,2756,197,35,81,8,23,41,385,19623
2016,8721,Estimated,Estimated using previous year's AADF on this link,212,304,16015,192,2761,197,40,37,5,5,8,291,19563
2016,8723,Estimated,Estimated using previous year's AADF on this link,7,217,5549,35,2251,281,100,95,24,18,138,656,8708
2016,8725,Estimated,Estimated using previous year's AADF on this link,75,44,8424,42,1140,138,18,20,25,19,20,238,9889
2016,8727,Estimated,Estimated using previous year's AADF on this link,23,168,6132,56,1836,235,38,39,2,15,28,358,8551
2016,8729,Counted,Manual count,2,39,5171,14,933,130,23,14,23,37,55,283,6439
2016,8731,Estimated,Estimated using previous year's AADF on this link,5.12,44,13512,64,3096,466,95,79,90,469,426,1626,18342
2016,8732,Estimated,Estimated using previous year's AADF on this link,5,177,20658,133,3309,580,180,174,105,480,800,2320,26597
2016,8733,Estimated,Estimated using previous year's AADF on this link,7,169,17287,55,3951,662,200,315,134,318,531,2160,23622
2016,8734,Estimated,Estimated using previous year's AADF on this link,80,49,9561,338,1968,164,43,16,4,8,6,241,12157
2016,8735,Estimated,Estimated using previous year's AADF on this link,2,66,8992,70,2270,334,183,118,26,180,347,1188,12586
2016,8736,Estimated,Estimated using previous year's AADF on this link,76,94,10181,199,1510,179,42,30,6,26,32,315,12299
2016,8737,Estimated,Estimated using previous year's AADF on this link,409,599,19523,779,2256,386,77,104,1,12,28,608,23764
2016,8743,Estimated,Estimated using previous year's AADF on this link,16,69,9512,121,1682,186,13,10,3,5,6,224,11608
2016,8744,Estimated,Estimated using previous year's AADF on this link,123,183,30238,643,3208,639,75,128,14,27,68,950,35222
2016,8745,Estimated,Estimated using previous year's AADF on this link,9,98,12937,35,1388,88,19,64,2,12,8,193,14651
2016,8748,Estimated,Estimated using previous year's AADF on this link,3,123,21387,401,3200,401,111,165,142,794,298,1911,27023
2016,8749,Estimated,Estimated using previous year's AADF on this link,5,342,13334,341,2742,252,64,79,103,642,269,1409,18168
2016,8751,Estimated,Estimated using previous year's AADF on this link,31,81,9261,130,1376,98,41,159,90,64,57,510,11358
2016,8754,Estimated,Estimated using previous year's AADF on this link,842,168,6061,719,725,153,15,6,1,5,2,183,7857
2016,8755,Counted,Manual count,274,125,8420,164,936,115,17,21,10,35,11,208,9854
2016,8756,Estimated,Estimated using previous year's AADF on this link,88,250,24648,464,3972,389,60,45,39,119,124,775,30108
2016,8757,Estimated,Estimated using previous year's AADF on this link,1,218,28453,298,6139,885,221,303,176,378,532,2495,37604
2016,8758,Estimated,Estimated using previous year's AADF on this link,62,79,16769,421,2159,445,59,41,7,16,21,589,20017
2016,8759,Estimated,Estimated using previous year's AADF on this link,6.89,71,39233,136,8755,1748,232,304,232,1361,4923,8801,56996
2016,9012,Estimated,Estimated using previous year's AADF on this link,2,106,24464,101,4771,933,146,483,95,601,1611,3869,33310
2016,9015,Counted,Manual count,6.3,353,35542,99,6073,969,107,201,82,322,346,2027,44095
2016,9017,Estimated,Estimated using previous year's AADF on this link,47,137,7067,76,1726,126,19,12,2,2,1,162,9168
2016,9029,Estimated,Estimated using previous year's AADF on this link,780,683,16408,1151,3224,465,42,107,23,23,44,706,22172
2016,9032,Estimated,Estimated using previous year's AADF on this link,3.47,84,29842,42,7378,1384,214,297,209,1271,5464,8838,46184
2016,9039,Estimated,Estimated using previous year's AADF on this link,17,68,6397,96,1326,154,52,41,4,7,44,302,8190
2016,9041,Counted,Manual count,25.48,563,95857,497,17531,2200,402,432,635,3950,3199,10819,125267
2016,9042,Counted,Manual count,26.05,380,84149,545,14290,2241,340,287,673,3695,3193,10429,109793
2016,9044,Counted,Manual count,2,546,45638,102,10175,713,194,142,90,582,353,2073,58533
2016,9046,Estimated,Estimated using previous year's AADF on this link,4,102,17926,188,4403,381,127,166,51,242,329,1295,23914
