year,CP,estimation_method,estimation_method_detailed,fd_pc,fd_2WMV,fd_Car,fd_Bus,fd_lgv,fd_HGVR2,fd_HGVR3,fd_HGVR4,fd_hgva3,fd_hgva5,fd_hgva6,fd_hgv,fd_all_mv
2016,40958,Estimated,Estimated using previous year's AADF on this link,1,38,603,24,207,35,33,31,2,9,24,135,1007
2016,40960,Estimated,Estimated using previous year's AADF on this link,2,9,1400,34,289,37,15,13,19,5,19,107,1838
2016,40961,Estimated,Estimated using previous year's AADF on this link,25,32,5677,219,1693,208,46,46,10,95,59,464,8085
2016,40962,Estimated,Estimated using previous year's AADF on this link,94,29,3738,488,1073,139,43,17,2,4,6,211,5539
2016,40964,Estimated,Estimated using previous year's AADF on this link,7,26,3992,18,772,124,67,53,13,14,35,305,5114
2016,40965,Estimated,Estimated using previous year's AADF on this link,22,52,7352,39,1663,443,103,78,16,182,278,1100,10206
2016,40966,Estimated,Estimated using previous year's AADF on this link,1,26,3576,32,1083,76,25,49,28,27,39,244,4961
2016,40967,Estimated,Estimated using previous year's AADF on this link,26,40,15742,283,2790,216,105,130,77,129,199,855,19711
2016,40969,Estimated,Estimated using previous year's AADF on this link,4,31,4702,18,1026,137,29,119,17,15,50,367,6144
2016,40971,Estimated,Estimated using previous year's AADF on this link,28,66,12336,104,2736,357,77,255,47,51,101,887,16129
2016,40972,Estimated,Estimated using previous year's AADF on this link,5,21,3025,44,563,76,45,6,10,11,7,155,3808
2016,40973,Estimated,Estimated using previous year's AADF on this link,51,26,4361,69,552,54,13,10,27,2,5,112,5120
2016,40974,Estimated,Estimated using previous year's AADF on this link,7,48,3169,47,850,125,29,60,22,14,20,269,4384
2016,40975,Estimated,Estimated using previous year's AADF on this link,12,23,8073,137,1982,183,55,33,64,24,35,394,10609
2016,40976,Estimated,Estimated using previous year's AADF on this link,8,25,4407,75,1099,174,36,29,30,5,9,283,5889
2016,40977,Estimated,Estimated using previous year's AADF on this link,75,33,6239,253,804,129,33,15,16,5,6,203,7532
2016,40979,Estimated,Estimated using previous year's AADF on this link,5,32,5118,107,1454,218,134,58,27,25,70,532,7244
2016,40982,Estimated,Estimated using previous year's AADF on this link,16,26,6976,307,1427,184,24,31,7,9,27,281,9017
2016,40983,Estimated,Estimated using previous year's AADF on this link,7,11,3851,44,566,108,13,13,1,8,9,152,4623
2016,40985,Estimated,Estimated using previous year's AADF on this link,14,58,7876,180,1633,247,48,47,35,46,144,567,10313
2016,40986,Estimated,Estimated using previous year's AADF on this link,6.36,9,1965,41,402,38,9,4,1,2,24,80,2497
2016,40987,Estimated,Estimated using previous year's AADF on this link,35,52,5214,104,1041,115,47,16,4,16,32,230,6642
2016,40988,Estimated,Estimated using previous year's AADF on this link,6,23,1423,28,303,54,24,6,2,24,173,283,2060
2016,40989,Estimated,Estimated using previous year's AADF on this link,6,6,2699,65,745,67,33,28,15,4,122,269,3784
2016,40991,Estimated,Estimated using previous year's AADF on this link,60,327,23059,59,3603,672,86,60,70,213,441,1542,28590
2016,40992,Estimated,Estimated using previous year's AADF on this link,4,37,4852,75,903,154,51,81,4,37,223,549,6417
2016,40993,Estimated,Estimated using previous year's AADF on this link,5,29,2844,44,704,62,44,6,5,12,32,160,3782
2016,40995,Estimated,Estimated using previous year's AADF on this link,23,24,3547,222,821,103,9,9,1,2,1,123,4738
2016,40996,Estimated,Estimated using previous year's AADF on this link,5,7,716,48,248,33,23,1,5,3.8,6.42,62,1082
2016,40997,Estimated,Estimated using previous year's AADF on this link,40,18,3776,81,823,64,20,12.44,5,7.96,12.4,88,4787
2016,40998,Estimated,Estimated using previous year's AADF on this link,11,22,3054,100,1056,124,63,17,17,11,7,240,4472
2016,40999,Estimated,Estimated using previous year's AADF on this link,1,2,428,29,113,16,8,3,4,1.98,2.64,30,603
2016,41000,Estimated,Estimated using previous year's AADF on this link,2,21,244,7,80,6,3.06,2.24,1,2,3.36,9,361
2016,41001,Estimated,Estimated using previous year's AADF on this link,3,2,399,21,146,9,9,1,3.4,3,7,30,599
2016,41002,Estimated,Estimated using previous year's AADF on this link,5,34,1795,56,619,42,37,7,7.08,3,14,103,2608
2016,41003,Estimated,Estimated using previous year's AADF on this link,34.18,23.22,3133,86,1548,126,131,39,11.48,4,19,318,5085
2016,41004,Estimated,Estimated using previous year's AADF on this link,12,35,9122,195,3014,184,55,33,12,58,53,395,12762
2016,41007,Estimated,Estimated using previous year's AADF on this link,131,132,13499,306,2922,556,86,18,10,104,193,968,17829
2016,41008,Estimated,Estimated using previous year's AADF on this link,2,52,3525,39,605,69,30,12,5,7,23,146,4366
2016,41009,Estimated,Estimated using previous year's AADF on this link,1,4,907,11,343,66,37,15,11,5,13,146,1411
2016,41010,Estimated,Estimated using previous year's AADF on this link,3.06,3,500,20,164,27,1,1,1,4.12,3,34,722
2016,41011,Estimated,Estimated using previous year's AADF on this link,27,40,8105,143,1417,183,17,76,5,5,3,289,9994
2016,41012,Estimated,Estimated using previous year's AADF on this link,11,26,876,1,210,37,10,1,3,4,6,61,1174
2016,41014,Estimated,Estimated using previous year's AADF on this link,23,43,3978,79,804,98,24,33,1,2,1,159,5063
2016,41015,Estimated,Estimated using previous year's AADF on this link,50,90,10939,443,2420,283,60,31,9,4,6,393,14285
2016,41016,Estimated,Estimated using previous year's AADF on this link,5.38,15,1929,35,353,60,11,4,6,32,40,154,2485
2016,41017,Estimated,Estimated using previous year's AADF on this link,2,2,307,5,121,23,9,1,2,5,3,44,479
2016,41019,Estimated,Estimated using previous year's AADF on this link,2,35,16853,769,2163,331,74,81,21,25,28,560,20381
2016,41020,Estimated,Estimated using previous year's AADF on this link,3,27,12419,147,3318,377,119,127,143,333,316,1415,17326
2016,41022,Estimated,Estimated using previous year's AADF on this link,29,12,8375,104,1727,260,50,131,11,28,43,522,10742
2016,41025,Estimated,Estimated using previous year's AADF on this link,28,86,1794,35,259,36,4,1,2,5,8,56,2229
2016,41026,Estimated,Estimated using previous year's AADF on this link,3,24,16954,60,2179,314,30,62,43,53,75,577,19794
2016,41404,Estimated,Estimated using previous year's AADF on this link,5,70,14016,59,2662,545,104,124,126,405,372,1677,18485
2016,46001,Estimated,Estimated using previous year's AADF on this link,10.15,609,124046,625,25844,5708,681,542,747,4040,8373,20091,171217
2016,46002,Estimated,Estimated using previous year's AADF on this link,10.7,446,97831,425,19211,3496,679,580,677,3873,8525,17830,135743
2016,46003,Counted,Manual count,7.67,166,73817,326,16140,2840,641,533,671,5410,9386,19481,109931
2016,46004,Estimated,Estimated using previous year's AADF on this link,9.12,189,58156,311,11568,2624,518,874,483,2406,7144,14049,84274
2016,46006,Estimated,Estimated using previous year's AADF on this link,9.56,163,74292,291,16841,3251,944,475,663,2275,9986,17594,109181
2016,46007,Estimated,Estimated using previous year's AADF on this link,8.98,205,68287,255,14634,2423,608,362,262,842,3902,8399,91780
2016,46008,Counted,Manual count,27.86,208,94600,227,20392,2555,595,697,712,3105,2695,10360,125787
2016,46009,Estimated,Estimated using previous year's AADF on this link,33.02,268,45787,219,10740,1394,141,324,260,1276,1618,5014,62028
2016,46010,Counted,Manual count,75.22,679,92674,213,16029,1870,396,507,480,2394,1617,7265,116861
2016,46011,Counted,Manual count,41.74,749,116562,566,19667,2375,515,683,413,1136,3655,8777,146321
2016,46012,Estimated,Estimated using previous year's AADF on this link,34.9,462,104013,501,15083,3713,444,435,522,1293,4120,10527,130585
2016,46013,Counted,Manual count,5.85,332,71996,314,11208,1608,300,223,439,1700,5008,9278,93128
2016,46014,Estimated,Estimated from nearby links,49.16,196,48761,202,9534,1622,303,331,257,1285,2682,6480,65173
2016,46015,Estimated,Estimated using previous year's AADF on this link,27.94,315,79766,295,19472,3039,410,390,276,3454,3808,11378,111225
2016,46018,Counted,Automatic counter,14.53,355,59575,215,9238,1544,372,347,454,2102,2969,7787,77170
2016,46019,Counted,Manual count,29.37,478,101968,441,15757,1759,464,708,723,3350,3161,10164,128808
2016,46021,Estimated,Estimated using previous year's AADF on this link,14.87,384,80734,279,19101,6416,1052,696,703,3046,10559,22472,122969
2016,46022,Estimated,Estimated using previous year's AADF on this link,12.35,323,91954,348,20432,5730,916,645,628,5599,8364,21883,134940
2016,46023,Estimated,Estimated using previous year's AADF on this link,4.12,196,81960,263,13907,4920,717,243,748,2914,10597,20139,116465
2016,46024,Estimated,Estimated using previous year's AADF on this link,13.93,229,75436,298,16589,4630,413,523,633,2846,12287,21332,113884
2016,46026,Estimated,Estimated using previous year's AADF on this link,17.19,213,75829,191,15125,2206,660,583,402,1227,6729,11807,103165
2016,46027,Counted,Manual count,12.62,200,51362,183,11301,1432,348,467,321,1588,5038,9194,72240
2016,46028,Estimated,Estimated using previous year's AADF on this link,7.21,120,27174,164,7077,920,242,165,157,630,4915,7029,41563
2016,46029,Estimated,Estimated using previous year's AADF on this link,5.45,92,31174,233,8045,962,391,133,292,938,6460,9176,48720
2016,46030,Estimated,Estimated using previous year's AADF on this link,20.23,282,65322,594,15401,2191,367,404,220,2318,4255,9755,91354
2016,46032,Estimated,Estimated using previous year's AADF on this link,7.88,159,66122,266,15843,3372,560,823,485,2492,8685,16417,98808
2016,46033,Estimated,Estimated using previous year's AADF on this link,4.87,55,28604,76,8993,1200,637,338,210,990,8879,12254,49982
2016,46034,Estimated,Estimated using previous year's AADF on this link,22.92,571,86561,503,16799,2086,470,729,388,6047,2880,12600,117034
2016,46035,Estimated,Estimated using previous year's AADF on this link,68.56,176,43630,393,3268,457,70,102,55,87,262,1034,48501
2016,46037,Counted,Manual count,52.07,423,84086,218,16382,1880,337,265,264,871,1789,5405,106514
2016,46039,Counted,Manual count,30.37,639,110565,745,16897,4673,526,435,748,2113,3544,12039,140885
2016,46040,Estimated,Estimated using previous year's AADF on this link,37.47,354,56773,243,8759,1283,150,316,82,383,1351,3565,69694
2016,46042,Estimated,Estimated using previous year's AADF on this link,70.07,312,66525,441,11837,2142,196,570,120,383,1364,4775,83890
2016,46044,Counted,Dependent on a neighbouring counted link,28.52,205,86645,288,15124,1805,388,438,337,1121,3479,7568,109830
2016,46045,Estimated,Estimated using previous year's AADF on this link,12.89,198,72550,258,15171,2863,228,390,267,1793,6802,12342,100518
2016,46046,Estimated,Estimated using previous year's AADF on this link,8.6,160,38782,234,8359,2323,375,653,401,1050,1997,6798,54332
2016,46048,Counted,Manual count,33.91,207,61015,266,12291,1737,384,689,287,805,2818,6721,80499
2016,46049,Counted,Manual count,22.02,234,82162,263,16180,1887,388,758,352,1552,4948,9884,108724
2016,46050,Estimated,Estimated using previous year's AADF on this link,23.15,366,132613,171,28782,4187,1079,1198,543,1480,9176,17663,179596
2016,46052,Counted,Manual count,9.96,243,90864,245,21182,2734,748,487,1103,6040,5831,16943,129476
2016,46054,Counted,Manual count,6.95,189,39098,126,8643,1418,269,396,389,1165,5674,9311,57367
2016,46056,Counted,Manual count,11.8,94,42279,92,7415,1555,281,480,328,1240,1348,5232,55112
2016,46057,Estimated,Estimated using previous year's AADF on this link,1.68,65,17384,29,4519,740,256,164,84,639,6534,8417,30415
2016,46059,Estimated,Estimated using previous year's AADF on this link,21.87,239,50000,145,9050,1436,230,343,128,592,2566,5295,64729
2016,46061,Estimated,Estimated using previous year's AADF on this link,39.09,143,31611,94,7306,816,225,344,85,207,731,2407,41561
2016,46062,Counted,Automatic counter,44.77,157,46626,125,8696,1838,260,549,211,965,2718,6540,62143
2016,46063,Estimated,Estimated using previous year's AADF on this link,12.28,69,39995,162,6204,2074,323,375,192,872,5016,8852,55282
2016,46065,Estimated,Estimated using previous year's AADF on this link,43.9,416,65401,139,11780,1906,264,375,191,593,1777,5105,82841
2016,46066,Estimated,Estimated using previous year's AADF on this link,11.29,370,46947,239,11285,1188,203,297,79,553,279,2599,61440
2016,46067,Estimated,Estimated using previous year's AADF on this link,30.14,191,61615,136,10800,1917,281,308,144,811,902,4363,77105
2016,46068,Counted,Manual count,71.92,523,60636,186,9801,1143,212,555,74,359,522,2864,74010
2016,46069,Estimated,Estimated using previous year's AADF on this link,165.93,323,56317,346,9831,1440,173,230,90,77,108,2119,68935
2016,46070,Estimated,Estimated using previous year's AADF on this link,59.34,393,47898,251,8272,722,118,175,69,263,41,1390,58204
2016,46071,Estimated,Estimated using previous year's AADF on this link,77.89,272,46389,127,6438,1543,158,342,155,159,651,3007,56232
2016,46072,Estimated,Estimated using previous year's AADF on this link,38.44,163,42351,174,8891,1374,276,139,254,793,571,3407,54986
2016,46073,Estimated,Estimated using previous year's AADF on this link,143.19,189,59955,271,8615,999,133,148,43,99,190,1613,70643
2016,46076,Estimated,Estimated using previous year's AADF on this link,158,422,23458,362,4574,1186,210,379,52,95,589,2511,31326
2016,46077,Estimated,Estimated using previous year's AADF on this link,102,1187,46851,499,8249,1729,155,465,114,273,250,2986,59772
2016,46078,Counted,Manual count,33.43,413,57329,203,11447,1944,278,400,192,1262,1063,5139,74531
2016,46079,Estimated,Estimated using previous year's AADF on this link,9.73,250,28145,51,5808,1120,181,239,222,758,591,3110,37364
2016,46080,Estimated,Estimated using previous year's AADF on this link,21,248,35369,103,7594,1107,226,231,234,1064,1134,3996,47310
2016,46081,Estimated,Estimated using previous year's AADF on this link,7.24,338,48355,202,10710,2568,208,263,304,2602,6209,12155,71759
2016,46083,Estimated,Estimated using previous year's AADF on this link,8.74,119,22409,56,5222,1157,270,179,317,1883,3047,6852,34658
2016,46085,Estimated,Estimated using previous year's AADF on this link,3.7,82,25648,48,5970,1502,305,178,300,3092,3449,8827,40575
2016,46086,Estimated,Estimated using previous year's AADF on this link,30.46,156,31120,103,7362,1647,197,134,241,1751,4861,8831,47572
2016,46087,Estimated,Estimated using previous year's AADF on this link,5,20,3816,39,997,64,15,4,1,18,36,139,5011
2016,46093,Estimated,Estimated using previous year's AADF on this link,62,56,12700,301,1396,336,31,3,2,3,17,392,14845
2016,46095,Estimated,Estimated using previous year's AADF on this link,647,1405,19776,589,4551,641,161,863,62,184,268,2178,28499
2016,46097,Estimated,Estimated using previous year's AADF on this link,30.3,1828,107136,495,22751,3108,408,893,345,2280,4760,11793,144002
2016,46098,Estimated,Estimated using previous year's AADF on this link,45,134,11001,66,2426,125,18,15,4,8,23,192,13820
2016,46099,Counted,Manual count,188,204,22436,222,2917,196,30,17,19,8,5,275,26053
2016,46104,Counted,Manual count,34.15,239,21598,391,3730,409,65,127,260,1499,359,2719,28677
2016,46107,Counted,Manual count,8401,4167,19131,4473,7178,727,126,283,131,122,118,1507,36458
2016,46109,Counted,Manual count,654,1192,16392,847,3300,356,89,77,47,46,47,662,22393
2016,46110,Estimated,Estimated using previous year's AADF on this link,757,1252,27858,897,4423,583,177,260,13,45,243,1321,35750
2016,46111,Estimated,Estimated using previous year's AADF on this link,666,3299,68812,930,10701,643,101,243,42,111,91,1231,84974
2016,46112,Estimated,Estimated using previous year's AADF on this link,27.36,872,55014,195,9909,997,142,596,93,255,328,2410,68400
2016,46117,Estimated,Estimated using previous year's AADF on this link,129,145,14585,185,3456,112,25,28,1,2,1,169,18539
2016,46120,Estimated,Estimated using previous year's AADF on this link,1946,4818,43449,3670,5993,1532,59,63,18,32,12,1715,59645
2016,46121,Estimated,Estimated using previous year's AADF on this link,460,3525,74650,1153,14833,1201,189,549,92,149,136,2316,96477
2016,46122,Counted,Manual count,280,632,43166,398,5120,444,139,244,20,117,156,1120,50437
2016,46125,Estimated,Estimated using previous year's AADF on this link,53,254,15667,72,2525,289,82,48,34,46,47,546,19064
2016,46126,Estimated,Estimated using previous year's AADF on this link,109,133,15824,121,2647,277,56,57,6,13,6,415,19139
2016,46127,Estimated,Estimated using previous year's AADF on this link,269,239,16465,134,2414,298,96,284,30,27,41,776,20028
2016,46128,Estimated,Estimated using previous year's AADF on this link,54,144,12710,83,2743,560,101,239,97,182,226,1404,17084
2016,46130,Estimated,Estimated using previous year's AADF on this link,5,58,5962,32,1454,184,58,40,15,40,90,426,7932
2016,46131,Counted,Manual count,119,129,19672,105,2010,134,54,32,12,23,19,275,22190
2016,46133,Estimated,Estimated using previous year's AADF on this link,128,281,20779,434,3664,461,78,52,29,60,46,726,25885
2016,46134,Counted,Manual count,1801,1149,27612,915,5981,611,150,135,63,198,242,1399,37056
2016,46140,Counted,Manual count,5,86,13818,43,2766,398,103,171,117,434,446,1669,18381
2016,46146,Estimated,Estimated using previous year's AADF on this link,12,141,8829,32,1257,487,89,120,65,253,1083,2097,12357
2016,46147,Estimated,Estimated using previous year's AADF on this link,13,58,4936,6,1085,350,81,91,24,214,287,1047,7133
2016,46150,Estimated,Estimated using previous year's AADF on this link,6,148,10475,99,3298,515,78,74,35,173,282,1158,15178
2016,46154,Estimated,Estimated using previous year's AADF on this link,837,727,22154,1107,3291,491,44,77,84,46,48,791,28071
2016,46155,Estimated,Estimated using previous year's AADF on this link,622,1063,17307,1245,4386,559,74,53,2,20,38,746,24748
2016,46157,Estimated,Estimated using previous year's AADF on this link,48,88,9774,185,1875,206,38,13,10,36,22,324,12246
2016,46158,Estimated,Estimated using previous year's AADF on this link,20,103,10804,82,2017,189,42,28,14,34,41,347,13354
2016,46159,Estimated,Estimated using previous year's AADF on this link,239,113,12404,199,2107,276,31,35,6,6,35,389,15213
2016,46160,Estimated,Estimated using previous year's AADF on this link,87,115,14161,479,2442,312,33,18,6,12,35,414,17611
2016,46161,Estimated,Estimated using previous year's AADF on this link,108,71,16634,19,2063,322,71,70,4,8,30,504,19290
2016,46163,Estimated,Estimated using previous year's AADF on this link,102,136,9918,79,1800,132,38,53,10,16,16,267,12200
2016,46164,Estimated,Estimated using previous year's AADF on this link,97,426,35122,216,5258,582,52,182,8,30,111,966,41988
2016,46165,Estimated,Estimated using previous year's AADF on this link,210,62,14666,1241,2083,116,17,6,7.25,1,2,142,18195
2016,46166,Counted,Manual count,387,149,13569,521,2009,150,29,39,3,20,13,255,16502
2016,46167,Estimated,Estimated using previous year's AADF on this link,54,127,8339,117,1722,291,106,196,57,173,290,1113,11419
2016,46169,Estimated,Estimated from nearby links,64,61,11025,149,1734,220,57,28,33,45,50,433,13403
2016,46170,Estimated,Estimated using previous year's AADF on this link,170,142,9838,128,1224,109,23,13,13,38,44,241,11573
2016,46171,Estimated,Estimated using previous year's AADF on this link,279,188,17020,414,2758,141,19,6,1,1,3,170,20550
2016,46172,Estimated,Estimated using previous year's AADF on this link,43,98,10068,66,2709,273,80,57,61,197,216,884,13824
2016,46175,Estimated,Estimated using previous year's AADF on this link,123,61,6066,102,1606,143,26,35,5,14,8,231,8066
2016,46176,Estimated,Estimated using previous year's AADF on this link,57,60,14172,272,1553,46,9,7,2,1,3,69,16126
2016,46178,Estimated,Estimated using previous year's AADF on this link,373,180,19600,348,2357,165,34,19,10,18,7,253,22737
2016,46179,Estimated,Estimated using previous year's AADF on this link,37,179,18978,114,2668,353,65,297,53,47,48,863,22802
2016,46181,Estimated,Estimated using previous year's AADF on this link,114,102,15474,256,2684,175,43,15,5,3,8,249,18766
2016,46182,Estimated,Estimated using previous year's AADF on this link,879,165,19934,298,3114,276,78,22,28,42,35,482,23993
2016,46183,Estimated,Estimated using previous year's AADF on this link,5,50,8114,43,1726,225,45,35,47,167,164,682,10615
2016,46185,Counted,Manual count,8,181,15592,43,3051,250,81,107,49,116,80,684,19551
2016,46186,Counted,Manual count,61.37,303,39455,85,6202,1316,194,325,42,741,419,3037,49082
2016,46188,Estimated,Estimated using previous year's AADF on this link,1345,829,21087,3103,1973,392,35,78,18.39,10,25,540,27533
2016,46189,Estimated,Estimated using previous year's AADF on this link,2528,1110,11890,1629,2290,583,91,65,4,6,35,785,17704
2016,46191,Estimated,Estimated using previous year's AADF on this link,13.89,208,48215,161,9322,1573,377,254,364,1659,1991,6217,64122
2016,46197,Estimated,Estimated using previous year's AADF on this link,39,142,19422,224,3145,315,58,114,6,24,18,535,23469
2016,46199,Counted,Manual count,409,398,21955,467,2051,230,27,26,6,10,12,312,25183
2016,46201,Estimated,Estimated using previous year's AADF on this link,2501,887,22812,1341,1918,457,39,90,1,22,28,637,27596
2016,46205,Estimated,Estimated using previous year's AADF on this link,2,121,8522,73,2499,327,55,84,23,118,156,763,11977
2016,46206,Estimated,Estimated using previous year's AADF on this link,22.36,69,15156,123,2783,365,78,76,25,67,261,872,19003
2016,46209,Counted,Manual count,14.51,337,40839,109,10044,1094,285,225,191,1981,1643,5419,56750
2016,46211,Estimated,Estimated using previous year's AADF on this link,70,427,31188,177,5215,1053,73,87,43,200,160,1614,38623
2016,46213,Estimated,Estimated using previous year's AADF on this link,260,89,9824,275,1645,148,12,9,6,3,7.8,177,12010
2016,46215,Counted,Manual count,82,159,17650,405,2128,125,22,2,4,5,2,159,20501
2016,46216,Counted,Manual count,38.17,1731,52177,100,14456,2173,537,2215,264,996,3627,9811,78276
2016,46217,Estimated,Estimated using previous year's AADF on this link,498,3965,85847,493,18198,2736,357,2220,163,413,523,6413,114915
2016,46218,Estimated,Estimated using previous year's AADF on this link,1352,1478,15432,1103,2376,790,89,285,2,15,28,1209,21598
2016,46219,Estimated,Estimated using previous year's AADF on this link,6.7,67,5163,36,1237,157,50,35,17,42,54,354,6858
2016,46221,Estimated,Estimated using previous year's AADF on this link,747,379,22677,671,3355,172,58,47,5,6,8,295,27378
2016,46222,Estimated,Estimated using previous year's AADF on this link,14,186,21992,185,2406,168,32,39,12,7,14,272,25041
2016,46224,Estimated,Estimated using previous year's AADF on this link,1,98,6719,12,1160,253,39,61,6,90,138,587,8577
2016,46228,Counted,Manual count,231,182,17061,170,2621,273,58,22,162,253,221,989,21022
2016,46230,Counted,Manual count,12,73,9132,78,1768,121,35,24,25,151,129,485,11536
2016,46233,Counted,Manual count,4,98,10984,87,2313,357,114,103,76,684,830,2164,15646
2016,46234,Estimated,Estimated using previous year's AADF on this link,20,67,4119,24,1392,126,32,70,4,19,30,281,5883
2016,46235,Estimated,Estimated using previous year's AADF on this link,164,90,14095,119,2362,195,52,26,10,63,91,437,17104
2016,46236,Counted,Manual count,1,212,4458,33,996,72,23,27,22,112,130,386,6085
2016,46239,Estimated,Estimated using previous year's AADF on this link,11.18,104,29575,122,5817,1129,196,138,236,1560,2200,5459,41076
2016,46240,Estimated,Estimated using previous year's AADF on this link,5.99,39,22052,99,4588,647,156,88,120,1124,2249,4384,31163
2016,46241,Counted,Dependent on a neighbouring counted link,1,348,89038,290,15991,1512,505,554,122,659,2846,6199,111866
2016,46242,Estimated,Estimated using previous year's AADF on this link,20.08,230,49209,249,9996,1175,210,339,133,1397,1251,4506,64190
2016,46243,Estimated,Estimated using previous year's AADF on this link,31.82,273,50983,133,8455,829,200,284,167,655,687,2823,62667
2016,46245,Estimated,Estimated using previous year's AADF on this link,105,1353,52421,255,10836,891,99,182,83,124,115,1494,66360
2016,46246,Estimated,Estimated using previous year's AADF on this link,8,201,11404,57,1879,357,46,26,5,31,17,482,14022
2016,46249,Estimated,Estimated using previous year's AADF on this link,29,164,15056,71,3318,424,66,135,50,146,174,995,19604
2016,46256,Estimated,Estimated using previous year's AADF on this link,177,130,10502,22,1655,143,22,30,6,6,12,220,12529
2016,46260,Estimated,Estimated using previous year's AADF on this link,1,95,14973,62,3685,490,69,161,61,146,154,1081,19897
2016,46261,Estimated,Estimated using previous year's AADF on this link,1,182,13512,125,3504,332,39,93,40,97,128,729,18053
2016,46262,Estimated,Estimated using previous year's AADF on this link,137,150,13033,196,2654,384,37,19,5,14,24,482,16515
2016,46263,Estimated,Estimated using previous year's AADF on this link,27,144,7871,45,1943,267,60,76,19,46,64,531,10534
2016,46266,Estimated,Estimated using previous year's AADF on this link,2,142,20217,79,5439,546,126,106,47,78,85,988,26865
2016,46267,Estimated,Estimated using previous year's AADF on this link,104,113,12716,204,2001,159,35,10,10,3,7,225,15258
2016,46268,Estimated,Estimated using previous year's AADF on this link,4352,2006,11091,1694,2606,388,61,41,9,8,5,512,17909
2016,46269,Estimated,Estimated using previous year's AADF on this link,2360,1837,12148,2693,3072,369,42,38,30,28,29,536,20286
2016,46271,Estimated,Estimated using previous year's AADF on this link,38,216,6705,108,1827,165,28,102,3,13,36,347,9202
2016,46272,Counted,Manual count,65,52,6843,143,718,75,7,30,9,6,8,133,7891
2016,46273,Estimated,Estimated using previous year's AADF on this link,58,161,17206,178,3682,319,66,119,16,15,61,595,21822
2016,46274,Counted,Manual count,83,119,16420,35,2509,133,33,100,7,3,3,279,19362
2016,46277,Estimated,Estimated using previous year's AADF on this link,1330,1753,15196,1087,2504,531,117,75,23.4,23,32,778,21317
2016,46278,Estimated,Estimated using previous year's AADF on this link,309,319,11366,451,1114,338,29.65,12.34,27,8,1,375,13625
2016,46279,Counted,Manual count,209,280,15727,13,2642,185,26,26,10,25,27,299,18962
2016,46280,Estimated,Estimated using previous year's AADF on this link,22,198,17100,61,3626,467,61,185,33,45,104,895,21880
2016,46283,Estimated,Estimated using previous year's AADF on this link,32,271,29546,91,5995,556,120,225,79,205,194,1379,37282
2016,46284,Estimated,Estimated using previous year's AADF on this link,158,49,9926,88,1485,60,10,12,5,3,3,94,11642
2016,46286,Estimated,Estimated using previous year's AADF on this link,137,102,12365,135,2853,220,35,25,1,3,1,286,15742
2016,46287,Counted,Manual count,87,163,12729,94,1647,142,26,60,9,8,25,270,14904
2016,46289,Estimated,Estimated using previous year's AADF on this link,44,102,15417,128,2867,524,90,142,8,59,128,951,19465
2016,46290,Counted,Manual count,159,112,14920,122,2330,193,48,68,17,44,30,401,17884
2016,46291,Estimated,Estimated using previous year's AADF on this link,102,322,21271,310,4030,412,63,89,36,78,78,756,26690
2016,46292,Counted,Manual count,9,109,12347,90,1908,210,46,50,57,78,89,529,14984
2016,46294,Counted,Manual count,102,92,6818,41,961,90,18,13,1,11,3,136,8048
2016,46295,Estimated,Estimated using previous year's AADF on this link,196,426,16253,136,2770,202,27,34,5,2,2,272,19857
2016,46296,Estimated,Estimated using previous year's AADF on this link,568,489,17011,204,2870,181,46,14,9,10,4,264,20837
2016,46298,Estimated,Estimated using previous year's AADF on this link,3,460,36501,69,8609,823,193,341,114,241,714,2425,48064
2016,46299,Estimated,Estimated using previous year's AADF on this link,111,424,37071,110,7874,859,244,285,124,366,329,2206,47684
2016,46300,Estimated,Estimated using previous year's AADF on this link,6,323,20435,67,4609,479,91,97,75,193,218,1154,26588
2016,46301,Counted,Manual count,342,268,16921,193,3172,132,26,8,11,12,18,207,20761
2016,46302,Estimated,Estimated using previous year's AADF on this link,5,442,30910,110,8161,1055,144,401,85,320,278,2283,41907
2016,46304,Counted,Manual count,8,55,3770,42,739,61,17,6,10.03,6,11,101,4706
2016,46305,Estimated,Estimated using previous year's AADF on this link,42,117,12088,105,2407,251,41,38,14,23,19,386,15102
2016,46306,Estimated,Estimated using previous year's AADF on this link,182,189,18433,263,2874,221,54,87,26,21,41,450,22207
2016,46307,Estimated,Estimated using previous year's AADF on this link,125,169,18063,394,2823,380,82,67,23,14,67,634,22082
2016,46308,Estimated,Estimated using previous year's AADF on this link,77,207,15834,207,3458,208,24,16,12,12,13,286,19992
2016,46311,Estimated,Estimated using previous year's AADF on this link,23,57,8582,76,2098,181,39,40,11,15,14,301,11114
2016,46312,Estimated,Estimated using previous year's AADF on this link,84,295,16984,42,2277,160,38,57,13,17,15,301,19900
2016,46313,Estimated,Estimated using previous year's AADF on this link,26,97,11085,21,1704,135,24,21,2,8,6,197,13103
2016,46316,Counted,Manual count,27,69,13906,39,2241,242,40,83,13,30,31,439,16695
2016,46317,Estimated,Estimated using previous year's AADF on this link,5,177,21463,62,3871,329,77,67,15,36,54,579,26153
2016,46319,Estimated,Estimated using previous year's AADF on this link,4,62,3680,19,750,125,18,29,77,31,42,321,4832
2016,46320,Estimated,Estimated using previous year's AADF on this link,30,139,14537,133,2728,448,77,41,8,12,48,635,18171
